popularity
27
26
54
40
0
0
23
34
23
1
41
63
66
19
1
44
59
67
40
37
28
58
46
22
8
19
51
0
64
34
46
47
60
9
0
83
0
0
22
0
2
0
30
0
25
55
51
0
38
18
28
4
17
54
24
36
50
67
63
60
0
25
35
29
62
53
24
0
76
53
42
0
69
25
43
17
27
19
32
16
53
24
36
77
7
48
22
50
25
29
52
0
0
0
10
12
38
18
39
65
30
30
77
67
23
27
22
22
68
8
27
27
55
57
68
0
60
38
27
50
20
23
45
0
0
32
40
10
47
26
20
56
26
60
12
62
34
0
28
42
42
0
54
20
13
16
27
40
30
50
50
0
26
50
20
0
53
23
52
32
40
0
24
55
63
30
62
0
46
21
35
0
60
0
41
34
0
3
18
18
0
28
38
47
55
15
19
23
25
45
57
65
49
37
66
81
29
20
43
31
28
0
43
28
66
47
48
59
22
19
64
43
36
58
69
49
30
56
3
22
50
55
63
30
55
43
43
31
1
0
56
0
6
27
35
32
21
4
55
40
50
38
22
45
71
32
42
17
0
19
19
0
53
25
38
67
19
21
18
17
27
55
20
39
10
26
0
35
40
30
44
9
27
0
40
31
21
60
40
68
50
13
0
65
57
21
0
0
23
51
23
26
51
57
28
0
51
38
33
55
3
0
30
23
33
47
50
6
17
58
19
47
0
51
0
27
43
41
48
61
1
74
26
0
3
43
28
45
38
16
26
31
22
47
36
23
50
53
69
37
16
33
62
12
26
36
39
36
59
44
54
46
22
32
27
14
0
28
1
50
21
63
41
52
34
13
7
0
16
54
32
26
45
37
39
31
19
52
23
1
26
38
65
20
27
0
44
0
64
40
17
35
23
0
66
50
56
36
37
0
43
36
0
48
47
43
70
0
46
19
23
51
47
57
44
31
0
32
65
30
26
48
76
0
19
24
65
66
24
49
0
56
65
0
30
54
77
73
71
23
61
32
20
0
32
58
55
63
58
22
19
20
58
41
41
60
31
45
0
23
29
18
31
24
38
24
22
53
21
63
22
61
1
19
41
0
31
56
38
32
22
53
49
43
34
34
17
23
60
19
23
41
79
55
0
12
35
41
44
21
47
70
66
48
19
0
45
54
0
49
20
42
54
21
18
36
20
57
43
24
0
1
17
55
29
49
65
10
54
61
32
50
26
67
22
0
16
65
18
23
21
0
47
38
0
0
59
69
31
45
54
53
20
32
70
48
47
69
33
56
46
43
32
11
49
55
14
25
33
42
78
34
1
53
43
8
54
0
0
38
11
39
41
0
0
58
38
28
0
24
45
61
21
35
33
27
51
45
38
66
32
17
47
41
48
37
18
30
27
41
60
32
53
56
17
48
45
49
34
16
0
51
31
56
47
74
28
29
22
48
59
54
32
24
45
42
41
53
36
12
77
35
40
74
30
7
46
82
59
36
48
49
39
45
42
65
0
0
33
0
42
16
10
14
19
21
21
51
51
27
62
42
0
89
0
44
12
0
25
55
35
63
44
32
26
28
0
29
47
1
29
35
19
10
40
41
11
24
58
18
5
27
62
26
27
13
64
0
54
60
64
54
17
25
34
23
24
41
21
7
21
34
35
0
33
33
46
20
49
27
56
41
2
22
0
57
40
0
17
62
49
41
13
44
0
23
0
52
41
0
17
37
38
11
57
48
20
20
23
28
22
83
45
24
44
37
49
77
17
36
46
14
53
42
43
0
54
36
60
21
16
14
65
29
25
39
53
57
50
57
28
61
36
56
54
75
17
23
23
47
18
0
0
33
19
41
48
0
26
46
49
0
59
33
47
49
70
18
48
40
38
46
38
25
59
36
29
0
60
41
0
44
0
54
47
26
2
0
43
23
0
19
2
39
56
0
44
65
23
63
47
38
27
69
28
47
43
59
19
12
37
25
57
23
55
7
45
74
37
20
49
18
53
0
40
50
64
58
29
17
39
43
16
0
1
25
26
39
38
0
66
57
20
0
15
0
29
23
47
51
44
28
46
42
53
59
17
7
12
49
55
20
39
17
34
39
48
21
77
58
19
16
48
56
30
62
41
40
29
1
38
13
33
28
38
25
21
10
49
64
39
0
58
53
71
35
7
3
41
23
44
41
68
26
38
10
25
36
59
11
43
26
39
52
60
28
61
72
6
11
50
0
30
24
52
34
48
61
22
26
16
61
1
34
45
38
39
68
64
40
0
51
15
52
42
32
25
30
0
47
50
18
68
27
27
17
63
58
47
36
44
74
67
40
37
47
19
24
45
52
45
0
0
42
40
62
36
0
52
13
12
19
28
53
44
33
12
20
22
56
56
32
17
0
26
33
38
57
57
23
42
25
29
17
11
56
57
18
41
10
49
1
63
0
23
71
53
0
38
31
1
30
62
56
39
27
19
38
39
26
7
47
40
22
49
37
21
20
0
29
34
53
49
24
64
36
47
40
41
39
28
44
31
17
5
14
0
64
67
42
12
36
54
50
62
33
42
23
26
0
21
6
29
7
17
9
49
59
80
28
0
0
49
25
51
22
41
31
24
38
50
22
41
55
45
45
19
63
11
25
74
0
58
0
74
27
28
44
40
0
0
36
42
45
31
79
49
47
17
72
62
38
19
21
27
23
45
24
44
60
53
5
17
27
68
66
70
36
45
27
39
43
28
32
44
36
38
39
24
18
0
49
11
62
0
21
14
78
37
30
17
67
21
14
7
30
43
17
61
40
44
48
38
63
37
51
13
27
47
33
63
6
0
14
33
60
18
29
32
70
37
52
39
22
34
73
66
0
53
20
50
42
18
19
66
17
1
0
30
45
36
47
43
56
60
31
0
47
73
73
64
37
39
42
60
58
0
63
55
54
0
53
19
57
45
83
20
55
0
26
53
26
37
50
69
25
0
3
50
19
47
20
27
21
11
41
36
38
22
60
2
0
0
58
0
22
0
45
11
16
20
73
18
28
5
46
12
17
0
30
54
58
65
16
20
0
52
73
55
0
0
19
55
1
25
40
66
49
0
40
0
49
39
51
38
42
42
20
38
0
24
16
57
36
35
34
21
25
56
44
26
30
54
41
44
28
22
40
21
22
1
0
44
27
40
50
54
57
44
66
24
2
57
37
20
69
27
40
14
10
58
53
22
51
21
47
27
28
0
16
24
35
4
29
1
50
22
1
12
0
8
20
71
27
32
67
24
0
63
0
37
47
1
45
56
29
64
28
49
54
16
42
28
13
58
0
42
0
2
49
1
27
44
5
23
29
29
0
0
34
40
52
20
36
57
50
61
13
48
48
38
0
24
0
13
14
58
38
36
43
37
0
37
38
2
57
66
43
0
66
0
47
67
39
23
0
22
40
17
0
24
35
0
27
56
27
23
22
44
0
9
34
0
32
51
51
9
22
0
0
24
31
29
42
50
55
21
20
82
24
27
44
27
35
26
84
0
0
43
59
0
21
15
53
62
25
2
0
0
44
27
57
0
39
18
20
20
35
26
49
23
47
63
63
24
21
53
54
68
16
52
22
59
34
43
26
13
0
38
43
47
41
55
0
28
34
41
37
24
40
6
45
24
36
20
62
21
33
0
40
66
44
23
0
34
59
23
75
1
37
39
27
21
57
39
63
9
0
24
59
28
46
21
0
0
56
22
23
16
11
0
0
30
22
0
29
17
55
21
8
57
21
58
20
43
48
37
48
0
61
20
67
50
59
0
50
22
0
37
0
60
16
59
11
47
31
2
35
64
23
54
40
36
50
61
1
13
22
19
42
56
28
69
74
17
51
0
41
52
18
17
61
37
68
33
50
0
38
0
29
22
64
0
0
33
33
27
53
55
64
64
0
38
56
40
57
64
45
23
27
6
16
42
51
42
18
27
25
0
43
43
49
52
0
25
15
0
26
63
14
0
40
47
0
28
61
21
37
0
0
43
12
0
0
44
41
0
57
22
14
0
45
44
0
59
48
55
30
22
27
52
27
67
27
30
18
29
6
3
41
26
33
49
22
27
24
58
49
38
61
45
2
71
39
42
30
0
0
45
31
65
44
64
19
14
18
58
8
33
58
59
18
20
44
52
20
0
24
46
48
71
0
47
65
38
2
46
41
58
29
0
44
28
0
46
41
61
61
59
0
32
0
30
15
44
16
71
38
27
59
42
37
58
0
1
63
41
0
34
49
0
20
26
58
41
22
22
17
36
6
44
49
57
0
27
0
0
47
39
46
75
61
27
21
26
67
0
30
55
39
59
15
60
50
32
40
45
46
27
83
22
45
58
71
20
52
60
60
57
0
9
41
0
70
28
54
72
29
46
9
25
39
24
46
52
29
0
32
21
65
37
17
40
41
0
50
38
30
59
26
62
72
47
66
25
25
16
0
62
24
44
19
34
46
16
46
34
0
66
15
0
41
47
49
36
22
43
59
53
62
0
27
30
27
58
54
27
66
5
57
14
33
33
33
19
0
8
20
31
51
11
35
30
40
63
36
51
14
34
54
17
56
25
26
0
59
49
0
16
11
75
33
21
23
11
43
10
39
34
37
21
35
42
45
33
65
33
65
10
18
0
26
0
39
59
46
16
24
52
0
6
44
33
0
25
48
0
0
21
23
58
3
38
17
0
16
21
68
13
0
7
51
66
0
43
28
32
35
0
26
43
32
53
10
50
33
5
12
64
26
22
73
83
20
63
67
59
0
43
0
34
38
12
0
19
50
71
43
37
41
23
36
16
0
33
13
21
39
44
0
54
54
50
25
62
40
79
21
38
53
56
35
33
30
43
4
6
40
54
29
52
40
18
50
36
9
0
41
52
0
39
61
0
45
56
75
1
25
0
28
0
25
36
50
43
42
60
43
32
61
27
19
33
38
68
11
30
29
48
57
0
59
25
38
1
62
0
49
56
18
73
10
0
22
77
26
63
19
8
41
0
19
31
0
29
59
51
43
13
34
55
20
25
35
22
0
44
32
26
58
10
56
0
41
0
0
0
1
24
41
55
40
40
54
47
65
0
34
0
0
56
46
30
20
51
48
50
0
47
52
46
21
62
29
33
55
29
20
13
22
0
37
24
0
0
69
83
59
54
25
58
0
13
53
56
61
10
67
86
71
42
33
44
22
23
39
43
47
0
0
40
27
19
0
74
32
18
51
8
13
53
0
13
41
48
39
1
40
18
65
31
25
24
36
0
48
2
33
37
28
58
18
80
44
51
22
62
11
22
44
4
39
32
78
20
56
20
1
60
23
31
27
0
23
40
41
66
32
35
56
16
23
41
42
52
21
0
0
10
6
62
2
25
22
24
55
32
42
30
0
64
16
48
0
0
0
10
60
2
11
40
0
51
58
43
25
46
0
24
29
26
17
38
71
53
34
41
0
5
0
62
0
50
21
21
39
46
32
48
52
24
49
37
35
24
63
0
40
33
47
17
48
51
22
34
0
29
35
0
26
35
53
52
49
0
61
0
46
39
20
45
43
30
8
21
39
32
27
0
22
45
39
1
65
71
71
10
53
0
0
0
64
6
33
53
42
18
81
54
25
58
0
53
20
49
30
45
26
24
35
46
0
77
27
42
40
9
0
14
49
93
37
1
0
30
57
18
26
52
23
37
0
25
53
0
25
24
25
74
5
24
52
5
48
0
3
64
50
28
43
50
6
80
27
38
25
15
17
36
46
22
65
41
44
38
28
19
25
23
49
8
4
20
85
29
29
73
31
54
0
67
70
52
39
19
23
25
5
65
38
49
28
21
1
58
56
64
20
0
26
67
27
49
1
60
63
47
45
20
31
39
26
0
12
59
34
47
31
1
45
0
51
62
32
58
0
54
19
70
64
56
0
50
43
9
51
17
0
49
14
26
2
20
19
63
37
56
0
26
32
41
57
46
28
77
23
44
35
52
6
26
12
47
43
0
11
12
16
0
20
56
24
55
0
12
59
0
33
66
45
12
35
41
38
32
0
0
23
49
41
0
43
48
47
41
21
23
21
64
18
42
64
28
22
55
38
57
0
22
29
0
38
47
28
23
42
14
15
46
30
37
52
64
45
39
43
56
45
5
14
16
18
22
23
38
15
48
34
40
38
33
0
16
43
27
47
0
0
21
0
38
75
24
36
50
21
57
26
37
22
8
2
29
54
23
51
34
22
53
9
44
4
39
17
3
57
38
58
0
60
44
38
0
25
14
54
59
0
0
52
53
26
29
25
54
23
34
69
21
0
35
51
21
46
23
36
50
35
46
1
31
21
26
48
42
25
33
38
37
37
0
0
39
36
19
17
66
53
61
24
20
63
48
1
50
42
14
28
32
36
8
0
1
8
38
21
60
62
39
26
26
55
42
56
42
10
32
16
7
34
37
38
52
13
77
29
63
20
34
33
75
25
52
0
67
0
88
35
22
31
0
48
10
66
50
0
60
56
83
50
0
26
22
50
44
25
51
12
24
23
22
0
60
36
38
35
0
44
46
65
41
0
38
0
45
16
71
20
0
22
47
35
0
33
10
47
20
0
44
12
47
60
34
19
12
29
18
0
26
54
25
23
34
57
38
15
44
0
66
71
32
53
51
46
44
