duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature_1,time_signature_3,time_signature_4,time_signature_5
177238,0,0.523,0.698,-8.377,1,0.0777,0.0523,0.795,0.0794,0.0348,120.015,0.0,0.0,1.0,0.0
121500,0,0.723,0.304,-15.227,0,0.052,0.744,0.0224,0.107,0.271,80.006,0.0,0.0,1.0,0.0
161694,1,0.881,0.604,-8.117,1,0.198,0.226,0.121,0.163,0.431,118.05,0.0,0.0,1.0,0.0
261733,0,0.351,0.897,-5.253,1,0.0688,0.00635,7.26e-06,0.296,0.64,109.661,0.0,0.0,1.0,0.0
132813,0,0.549,0.942,-3.619,1,0.0457,0.503,4.9e-05,0.325,0.923,91.179,0.0,0.0,1.0,0.0
259145,0,0.175,0.38,-9.26,1,0.0326,0.0932,0.0,0.0743,0.0898,50.451,0.0,0.0,1.0,0.0
121904,0,0.844,0.865,-3.73,0,0.0431,0.0196,0.00979,0.0978,0.679,126.008,0.0,0.0,1.0,0.0
433508,0,0.687,0.665,-9.755,0,0.0422,0.00052,0.267,0.0805,0.324,124.992,0.0,0.0,1.0,0.0
185804,0,0.582,0.994,-0.963,1,0.161,0.0338,0.0,0.803,0.353,155.037,0.0,0.0,1.0,0.0
326040,0,0.49,0.19,-10.761,1,0.0324,0.938,0.0018,0.103,0.256,105.926,0.0,0.0,1.0,0.0
140103,0,0.611,0.35,-11.393,0,0.029,0.328,0.613,0.114,0.113,99.875,0.0,0.0,1.0,0.0
265706,0,0.389,0.936,-3.86,1,0.0569,0.0055,0.00305,0.121,0.518,175.954,0.0,0.0,1.0,0.0
171106,0,0.499,0.503,-10.227,0,0.0465,0.376,0.0,0.0887,0.883,109.024,0.0,0.0,1.0,0.0
217898,0,0.614,0.517,-6.205,1,0.0302,0.747,0.0,0.134,0.424,133.868,0.0,0.0,1.0,0.0
158306,0,0.693,0.324,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,0.0,0.0,1.0,0.0
197239,0,0.549,0.58,-5.68,1,0.0282,0.697,0.0,0.0853,0.537,138.082,0.0,0.0,1.0,0.0
187421,0,0.591,0.0729,-16.353,0,0.211,0.99,0.00206,0.191,0.336,108.008,0.0,0.0,1.0,0.0
269240,0,0.525,0.138,-23.333,0,0.0433,0.971,0.858,0.105,0.267,161.957,0.0,1.0,0.0,0.0
211733,0,0.26,0.144,-12.935,1,0.0397,0.893,0.0,0.296,0.241,168.461,0.0,1.0,0.0,0.0
222025,0,0.439,0.352,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,0.0,1.0,0.0,0.0
410013,0,0.401,0.272,-25.576,0,0.0432,0.868,0.958,0.108,0.0385,121.218,0.0,0.0,1.0,0.0
188219,1,0.425,0.646,-6.555,1,0.176,0.251,0.0,0.208,0.286,89.783,0.0,0.0,1.0,0.0
228200,0,0.619,0.433,-17.763,0,0.0424,0.729,0.00215,0.152,0.782,170.178,0.0,0.0,1.0,0.0
223276,0,0.594,0.866,-7.608,1,0.0697,0.0602,0.486,0.214,0.0385,124.001,0.0,0.0,1.0,0.0
149481,0,0.394,0.192,-12.143,0,0.0449,0.987,0.0,0.12,0.202,88.21,0.0,0.0,1.0,0.0
215871,0,0.437,0.97,-2.333,0,0.0771,2.87e-05,0.0,0.252,0.509,74.995,0.0,0.0,1.0,0.0
241346,0,0.763,0.665,-7.914,0,0.0444,0.542,3.28e-05,0.0972,0.803,108.035,0.0,0.0,1.0,0.0
102243,0,0.61,0.944,-3.112,0,0.154,0.171,0.0,0.132,0.77,97.578,0.0,0.0,1.0,0.0
169706,0,0.526,0.875,-3.404,1,0.0809,0.000695,2.31e-06,0.215,0.518,139.961,0.0,0.0,1.0,0.0
304106,0,0.347,0.901,-3.224,0,0.0532,0.0156,0.0,0.127,0.528,184.942,0.0,1.0,0.0,0.0
230093,0,0.807,0.58,-13.201,1,0.0938,0.189,2.29e-06,0.0672,0.919,101.067,0.0,0.0,1.0,0.0
174615,0,0.741,0.745,-4.099,0,0.0472,0.103,0.0,0.0852,0.898,85.989,0.0,0.0,1.0,0.0
163236,0,0.715,0.87,-3.303,1,0.0494,0.00975,0.0927,0.0829,0.305,125.008,0.0,0.0,1.0,0.0
216013,0,0.434,0.504,-8.705,1,0.0326,0.0796,2.64e-06,0.138,0.533,115.775,0.0,0.0,1.0,0.0
169090,1,0.766,0.664,-6.279,1,0.21,0.0162,2.55e-05,0.0767,0.728,98.933,0.0,0.0,1.0,0.0
85986,0,0.477,0.428,-12.858,1,0.435,0.0435,0.00542,0.322,0.717,131.862,0.0,1.0,0.0,0.0
153173,0,0.826,0.836,-8.456,0,0.087,0.0693,0.0,0.0298,0.709,115.272,0.0,0.0,1.0,0.0
265822,0,0.471,0.828,-4.178,1,0.0368,0.0188,0.0,0.111,0.169,140.007,0.0,0.0,1.0,0.0
278401,0,0.501,0.382,-9.31,1,0.0283,0.722,1.15e-05,0.154,0.264,80.657,0.0,0.0,1.0,0.0
264475,0,0.499,0.729,-4.136,1,0.0477,0.12,0.0,0.269,0.841,126.986,0.0,0.0,1.0,0.0
237560,0,0.321,0.592,-8.365,1,0.0451,0.0323,0.0,0.323,0.557,83.415,0.0,0.0,1.0,0.0
210013,0,0.58,0.801,-7.589,1,0.0281,0.221,0.00119,0.22,0.771,122.422,0.0,0.0,1.0,0.0
210285,1,0.722,0.787,-4.013,1,0.0734,0.0785,6.46e-06,0.124,0.852,92.022,0.0,0.0,1.0,0.0
246106,0,0.705,0.547,-9.558,0,0.0391,0.025,0.807,0.0814,0.655,120.336,0.0,0.0,1.0,0.0
190320,0,0.81,0.757,-3.583,1,0.0478,0.0157,0.0003,0.0811,0.511,100.017,0.0,0.0,1.0,0.0
120215,1,0.423,0.657,-6.361,1,0.0486,0.607,0.0296,0.304,0.567,129.904,0.0,0.0,1.0,0.0
151120,0,0.533,0.965,-3.371,0,0.084,9.88e-05,0.0,0.247,0.34,94.88,0.0,0.0,1.0,0.0
249933,0,0.599,0.243,-13.187,1,0.289,0.86,0.0,0.0523,0.354,66.009,0.0,1.0,0.0,0.0
287422,0,0.405,0.665,-5.498,1,0.0328,0.614,0.0,0.525,0.404,81.921,0.0,0.0,1.0,0.0
246883,0,0.543,0.44,-8.595,1,0.0597,0.795,0.0,0.224,0.726,125.53,0.0,0.0,0.0,1.0
240826,0,0.629,0.336,-8.417,1,0.0306,0.747,0.0,0.13,0.325,142.143,0.0,0.0,1.0,0.0
281849,0,0.566,0.919,-4.296,1,0.0999,0.0317,0.0,0.47,0.661,126.039,0.0,0.0,1.0,0.0
150026,0,0.491,0.61,-7.918,1,0.0296,0.765,0.00628,0.331,0.84,111.064,0.0,0.0,1.0,0.0
379753,0,0.152,0.419,-20.406,0,0.0485,0.659,0.908,0.0772,0.131,85.51,0.0,0.0,1.0,0.0
287906,0,0.523,0.909,-2.551,1,0.175,0.000805,1.87e-05,0.101,0.354,169.906,0.0,0.0,1.0,0.0
222613,0,0.78,0.644,-8.063,1,0.0265,0.00766,0.0,0.136,0.548,121.921,0.0,0.0,1.0,0.0
208695,0,0.493,0.975,-4.327,0,0.0866,0.000642,0.161,0.153,0.132,138.128,0.0,0.0,1.0,0.0
209600,1,0.571,0.987,-6.321,1,0.0525,3.62e-05,0.839,0.0389,0.402,150.03,0.0,0.0,1.0,0.0
150412,0,0.569,0.489,-5.594,0,0.04,0.238,0.0,0.29,0.543,123.573,0.0,0.0,1.0,0.0
300316,0,0.564,0.763,-7.544,1,0.0304,0.762,0.0,0.896,0.865,83.959,0.0,0.0,1.0,0.0
182090,0,0.77,0.409,-8.057,1,0.0449,0.751,0.000179,0.242,0.972,96.029,0.0,0.0,1.0,0.0
234946,0,0.476,0.888,-4.926,1,0.0534,0.0131,0.0,0.277,0.617,162.0,0.0,0.0,1.0,0.0
172320,1,0.761,0.872,-7.172,1,0.0446,0.0993,0.0,0.0424,0.975,113.348,0.0,0.0,1.0,0.0
177880,0,0.508,0.991,-1.642,1,0.0496,0.102,6.18e-06,0.276,0.775,102.116,0.0,0.0,1.0,0.0
95109,0,0.498,0.674,-8.248,1,0.0352,0.362,0.0,0.452,0.813,164.139,0.0,0.0,1.0,0.0
129573,0,0.411,0.996,-2.392,1,0.0946,0.00351,0.236,0.267,0.762,187.933,0.0,0.0,1.0,0.0
186807,0,0.766,0.687,-5.447,0,0.0629,0.209,0.0044,0.105,0.123,94.996,0.0,0.0,1.0,0.0
165225,0,0.759,0.53,-10.13,1,0.248,0.271,0.0,0.0597,0.853,93.957,0.0,0.0,1.0,0.0
204360,0,0.551,0.833,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,0.0,0.0,0.0,1.0
112093,0,0.194,0.993,-6.088,1,0.158,3.1e-05,0.436,0.361,0.0377,117.446,0.0,0.0,1.0,0.0
205013,0,0.57,0.998,-3.036,1,0.168,0.0265,0.0,0.416,0.65,139.994,0.0,0.0,1.0,0.0
219522,0,0.368,0.921,-4.897,0,0.0919,0.000716,0.0449,0.295,0.451,119.113,0.0,1.0,0.0,0.0
189186,0,0.618,0.842,-4.384,0,0.0772,0.0452,0.000216,0.0737,0.734,175.989,0.0,0.0,1.0,0.0
242573,0,0.754,0.646,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,0.0,0.0,1.0,0.0
280872,0,0.55,0.148,-13.202,0,0.032,0.854,0.0,0.111,0.267,104.506,0.0,1.0,0.0,0.0
264600,0,0.721,0.672,-9.029,0,0.0339,0.0547,0.0106,0.201,0.804,104.976,0.0,0.0,1.0,0.0
217268,0,0.399,0.314,-12.206,1,0.0379,0.991,0.897,0.078,0.336,135.281,0.0,0.0,1.0,0.0
78533,0,0.368,0.989,-3.279,1,0.112,3.92e-05,3.16e-06,0.296,0.21,123.774,0.0,0.0,1.0,0.0
309053,0,0.593,0.749,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,0.0,0.0,1.0,0.0
24666,0,0.187,0.975,-8.223,1,0.236,0.0431,0.98,0.357,0.136,96.548,0.0,0.0,1.0,0.0
244400,0,0.562,0.786,-3.854,1,0.0303,0.00974,2.14e-05,0.251,0.684,105.997,0.0,0.0,1.0,0.0
244693,0,0.466,0.763,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,0.0,0.0,1.0,0.0
456762,0,0.766,0.347,-12.763,0,0.053,0.0369,0.85,0.0987,0.297,122.019,0.0,0.0,1.0,0.0
206200,1,0.599,0.957,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,0.0,0.0,1.0,0.0
298480,0,0.501,0.922,-3.247,0,0.0441,1.8e-05,0.0,0.498,0.472,120.037,0.0,0.0,1.0,0.0
211760,0,0.654,0.798,-4.084,1,0.045,0.188,0.0,0.15,0.576,92.209,0.0,0.0,1.0,0.0
409218,0,0.339,0.37,-7.735,1,0.0284,0.0322,4.29e-06,0.0627,0.0968,147.93,0.0,0.0,1.0,0.0
337880,0,0.334,0.695,-7.813,0,0.0439,0.575,0.000362,0.846,0.153,133.95,0.0,0.0,1.0,0.0
434594,0,0.353,0.808,-4.989,1,0.0898,0.406,3.27e-06,0.392,0.491,73.713,0.0,0.0,1.0,0.0
173893,0,0.516,0.569,-7.297,1,0.0343,0.518,1.76e-05,0.26,0.5,190.145,0.0,0.0,1.0,0.0
182158,0,0.57,0.647,-8.244,1,0.0489,0.0232,0.0,0.185,0.552,180.135,0.0,0.0,1.0,0.0
225178,0,0.547,0.774,-4.448,1,0.0487,0.013,0.0,0.115,0.705,129.414,0.0,0.0,1.0,0.0
416133,0,0.735,0.681,-7.757,1,0.316,0.673,0.0,0.0584,0.968,90.003,0.0,0.0,1.0,0.0
216106,0,0.765,0.857,-4.212,1,0.0292,0.23,0.0,0.278,0.837,109.969,0.0,0.0,1.0,0.0
170510,0,0.625,0.906,-3.804,1,0.0639,0.0207,0.0,0.318,0.787,129.969,0.0,0.0,1.0,0.0
242950,0,0.63,0.898,-3.425,0,0.0525,0.13,0.00965,0.226,0.479,127.996,0.0,0.0,1.0,0.0
237720,0,0.671,0.673,-6.941,0,0.0444,0.15,5.16e-05,0.304,0.493,121.96,0.0,0.0,1.0,0.0
262853,0,0.644,0.877,-7.666,1,0.0555,0.0634,0.0,0.361,0.784,132.867,0.0,0.0,1.0,0.0
187546,1,0.76,0.943,-2.703,1,0.0363,0.0698,0.0,0.525,0.686,127.976,0.0,0.0,1.0,0.0
326680,0,0.549,0.84,-8.935,1,0.0392,0.0115,0.751,0.142,0.546,100.026,0.0,0.0,1.0,0.0
281280,0,0.678,0.589,-9.484,1,0.0541,0.0336,0.00257,0.104,0.94,143.616,0.0,0.0,1.0,0.0
258626,0,0.433,0.429,-9.805,1,0.0332,0.592,4.94e-05,0.106,0.255,131.937,0.0,0.0,1.0,0.0
143200,0,0.723,0.44,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,0.0,0.0,1.0,0.0
234374,0,0.358,0.677,-12.191,1,0.0807,0.215,0.0,0.508,0.442,80.662,0.0,0.0,1.0,0.0
255960,0,0.431,0.366,-7.829,1,0.03,0.748,0.0,0.161,0.176,132.107,0.0,0.0,1.0,0.0
167080,0,0.58,0.65,-5.896,0,0.0971,0.926,8.85e-05,0.061,0.704,135.201,0.0,0.0,1.0,0.0
489931,0,0.71,0.535,-8.307,1,0.0649,0.0109,0.822,0.142,0.306,144.996,0.0,0.0,1.0,0.0
401493,0,0.814,0.839,-6.935,0,0.139,0.0179,0.168,0.0889,0.879,96.014,0.0,0.0,1.0,0.0
151773,0,0.529,0.768,-6.201,1,0.0446,0.418,0.000947,0.0655,0.871,165.225,0.0,0.0,1.0,0.0
301240,0,0.438,0.32,-7.085,1,0.0282,0.356,0.0,0.0767,0.267,81.979,0.0,0.0,1.0,0.0
235058,0,0.628,0.869,-5.821,0,0.0426,0.125,1.19e-06,0.0235,0.868,166.983,0.0,0.0,1.0,0.0
78133,0,0.652,0.323,-13.64,1,0.0721,0.812,0.941,0.0809,0.378,154.854,0.0,1.0,0.0,0.0
212210,0,0.498,0.648,-4.972,1,0.0331,0.112,0.0,0.382,0.305,95.05,0.0,0.0,1.0,0.0
285266,0,0.603,0.298,-11.761,0,0.0278,0.743,8.62e-06,0.267,0.298,130.041,0.0,0.0,1.0,0.0
229955,0,0.133,0.000272,-27.129,1,0.0635,0.0663,0.305,0.113,0.0379,61.549,0.0,0.0,1.0,0.0
568186,0,0.0925,0.254,-21.862,1,0.0438,0.266,0.761,0.122,0.0307,87.657,0.0,0.0,1.0,0.0
315842,0,0.558,0.837,-4.962,0,0.0273,0.00011,0.0246,0.107,0.448,140.001,0.0,0.0,1.0,0.0
229933,0,0.603,0.886,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.027,0.0,0.0,1.0,0.0
137466,0,0.639,0.78,-7.318,0,0.035,0.13,1.18e-06,0.0616,0.961,132.728,0.0,0.0,1.0,0.0
338520,0,0.512,0.522,-8.077,1,0.0282,0.226,0.203,0.119,0.0734,134.943,0.0,0.0,1.0,0.0
98520,0,0.309,0.993,-2.462,0,0.125,0.000173,0.00262,0.445,0.0769,128.162,0.0,0.0,1.0,0.0
180000,1,0.51,0.184,-15.293,1,0.0577,0.882,8.27e-05,0.111,0.217,119.791,0.0,0.0,1.0,0.0
190000,0,0.0917,0.00935,-32.99,1,0.0438,0.97,0.931,0.106,0.0689,73.055,0.0,1.0,0.0,0.0
125213,0,0.308,0.999,-2.313,1,0.282,0.164,0.00318,0.0878,0.0331,98.381,0.0,0.0,1.0,0.0
207755,0,0.555,0.879,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,0.0,0.0,1.0,0.0
63400,0,0.399,0.505,-13.524,0,0.15,0.000438,0.886,0.279,0.2,123.971,0.0,0.0,1.0,0.0
144693,0,0.485,0.293,-17.087,1,0.053,0.92,0.864,0.105,0.229,76.716,0.0,0.0,1.0,0.0
189740,0,0.371,0.261,-16.257,0,0.0448,0.953,0.597,0.319,0.0382,57.767,0.0,1.0,0.0,0.0
267054,0,0.853,0.403,-10.004,0,0.0515,0.0801,0.424,0.0421,0.377,122.003,0.0,0.0,1.0,0.0
380000,0,0.111,0.268,-17.504,0,0.0353,0.72,0.938,0.115,0.0445,65.997,0.0,0.0,1.0,0.0
462239,0,0.802,0.799,-10.603,1,0.061,0.00734,0.577,0.542,0.322,124.941,0.0,0.0,1.0,0.0
203437,0,0.689,0.805,-4.639,0,0.0601,0.246,3.18e-06,0.0803,0.785,95.989,0.0,0.0,1.0,0.0
324000,0,0.501,0.947,-10.126,0,0.0632,0.000674,0.91,0.11,0.612,140.0,0.0,0.0,1.0,0.0
198750,0,0.721,0.703,-6.067,0,0.144,0.124,0.0,0.0915,0.619,177.978,0.0,0.0,1.0,0.0
277632,0,0.703,0.746,-4.997,0,0.0447,0.591,2.62e-06,0.365,0.65,122.028,0.0,0.0,1.0,0.0
173035,0,0.502,0.0242,-21.932,1,0.0284,0.969,0.938,0.372,0.0696,56.027,0.0,0.0,1.0,0.0
234666,0,0.576,0.455,-4.819,1,0.028,0.713,0.0,0.148,0.39,77.075,0.0,0.0,1.0,0.0
359340,0,0.738,0.848,-7.032,1,0.391,0.446,0.0,0.246,0.528,92.301,0.0,0.0,1.0,0.0
435414,0,0.699,0.855,-5.798,0,0.0793,0.00427,0.00925,0.102,0.175,124.962,0.0,0.0,1.0,0.0
258520,1,0.297,0.989,-3.45,1,0.157,1.27e-05,0.1,0.9,0.0761,105.011,0.0,0.0,1.0,0.0
227000,0,0.53,0.994,-9.629,0,0.0615,0.000592,0.00708,0.364,0.681,139.992,0.0,0.0,1.0,0.0
172560,0,0.17,0.0859,-25.897,0,0.0475,0.971,0.543,0.318,0.033,165.215,1.0,0.0,0.0,0.0
320058,0,0.809,0.677,-4.825,0,0.0335,0.166,0.92,0.0542,0.875,110.001,0.0,0.0,1.0,0.0
243973,0,0.658,0.714,-4.704,1,0.0396,0.406,0.0,0.16,0.87,160.043,0.0,0.0,1.0,0.0
463216,0,0.643,0.923,-6.447,1,0.0848,0.000639,0.44,0.183,0.0761,143.025,0.0,0.0,1.0,0.0
165626,0,0.591,0.574,-6.643,1,0.0623,0.718,0.000744,0.196,0.759,123.828,0.0,0.0,1.0,0.0
233693,0,0.345,0.975,-3.573,0,0.251,6.69e-05,0.691,0.312,0.164,115.231,0.0,0.0,1.0,0.0
265360,0,0.452,0.478,-7.271,1,0.0496,0.741,0.0,0.0885,0.431,185.738,0.0,0.0,1.0,0.0
238506,0,0.701,0.518,-9.114,1,0.0615,0.212,0.0,0.455,0.609,81.162,0.0,0.0,1.0,0.0
173466,0,0.444,0.199,-12.465,1,0.0285,0.856,0.0,0.222,0.377,91.811,0.0,0.0,1.0,0.0
197746,0,0.503,0.949,-4.84,1,0.0419,0.129,0.000458,0.0901,0.639,142.072,0.0,0.0,1.0,0.0
167786,0,0.528,0.445,-12.075,0,0.0482,0.0198,0.000384,0.0766,0.97,206.361,0.0,0.0,1.0,0.0
430001,0,0.806,0.405,-17.296,0,0.0968,0.375,0.917,0.0789,0.155,125.02,0.0,0.0,1.0,0.0
233240,0,0.194,0.0604,-20.094,0,0.0401,0.973,0.423,0.104,0.0482,112.24,0.0,0.0,1.0,0.0
200000,0,0.632,0.537,-9.043,1,0.0261,0.299,0.419,0.106,0.0942,129.983,0.0,1.0,0.0,0.0
195368,0,0.615,0.322,-10.408,1,0.0282,0.77,3.39e-05,0.11,0.256,113.064,0.0,0.0,1.0,0.0
194306,0,0.559,0.909,-6.215,1,0.0713,0.0244,0.0,0.0676,0.594,150.01,0.0,0.0,1.0,0.0
383454,0,0.145,0.199,-21.717,1,0.0377,0.212,0.793,0.19,0.0348,66.539,0.0,1.0,0.0,0.0
238120,0,0.39,0.668,-8.397,1,0.0782,0.255,0.0118,0.514,0.894,139.986,0.0,0.0,1.0,0.0
113859,0,0.881,0.698,-6.102,1,0.0539,0.172,0.0,0.104,0.311,126.996,0.0,0.0,1.0,0.0
88546,0,0.876,0.49,-9.42,1,0.0384,0.62,0.0129,0.106,0.719,139.912,0.0,0.0,1.0,0.0
195120,0,0.506,0.302,-18.006,1,0.0506,0.939,0.00545,0.522,0.327,106.752,0.0,0.0,1.0,0.0
185973,0,0.413,0.457,-14.436,0,0.0585,0.938,0.00646,0.14,0.527,121.789,0.0,0.0,1.0,0.0
190416,0,0.588,0.697,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,0.0,0.0,1.0,0.0
122600,0,0.607,0.477,-12.904,1,0.0333,0.708,0.0,0.253,0.887,136.614,0.0,0.0,1.0,0.0
162019,0,0.558,0.78,-3.082,0,0.0549,0.466,0.0,0.187,0.692,156.002,0.0,0.0,1.0,0.0
130897,1,0.642,0.787,-6.389,0,0.17,0.0185,0.0,0.288,0.406,146.733,0.0,0.0,1.0,0.0
165800,0,0.623,0.727,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,0.0,0.0,1.0,0.0
258799,0,0.807,0.803,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,0.0,0.0,1.0,0.0
234973,0,0.241,0.017,-29.271,0,0.0432,0.993,0.883,0.0548,0.0875,72.821,0.0,0.0,1.0,0.0
212193,0,0.567,0.137,-19.474,1,0.0467,0.958,0.87,0.116,0.111,103.993,0.0,0.0,1.0,0.0
203373,1,0.743,0.731,-4.511,1,0.103,0.0492,1.9e-05,0.226,0.337,123.989,0.0,0.0,1.0,0.0
184095,0,0.662,0.838,-6.136,0,0.0507,0.112,0.0,0.0871,0.797,110.979,0.0,0.0,1.0,0.0
266890,0,0.182,0.119,-19.943,1,0.0342,0.989,0.898,0.109,0.0748,163.508,0.0,0.0,1.0,0.0
208400,0,0.484,0.881,-3.747,1,0.0522,0.00264,0.326,0.358,0.111,150.034,0.0,0.0,1.0,0.0
122440,0,0.391,0.111,-18.189,1,0.0424,0.902,0.0,0.0867,0.153,89.193,0.0,1.0,0.0,0.0
378020,0,0.652,0.732,-8.587,1,0.0275,0.203,0.000366,0.0739,0.577,127.043,0.0,0.0,1.0,0.0
201290,0,0.707,0.839,-8.239,1,0.0408,0.172,0.815,0.0986,0.231,123.983,0.0,0.0,1.0,0.0
76320,0,0.289,0.967,-3.468,1,0.162,8.28e-06,0.182,0.405,0.265,90.024,0.0,1.0,0.0,0.0
131586,0,0.541,0.987,-0.918,1,0.0396,0.506,0.837,0.418,0.759,105.152,0.0,0.0,1.0,0.0
201558,0,0.763,0.456,-9.302,1,0.0453,0.221,0.00293,0.112,0.366,98.027,0.0,0.0,1.0,0.0
270920,0,0.655,0.873,-3.554,1,0.0333,0.268,0.0825,0.3,0.939,143.461,0.0,0.0,1.0,0.0
235026,0,0.739,0.853,-6.539,0,0.0296,0.0217,0.00357,0.057,0.652,123.509,0.0,0.0,1.0,0.0
396882,0,0.732,0.678,-6.631,1,0.182,0.000997,0.0505,0.108,0.0611,84.98,0.0,0.0,1.0,0.0
239293,0,0.529,0.903,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.746,129.986,0.0,0.0,1.0,0.0
136200,0,0.622,0.542,-6.215,0,0.051,0.387,0.0,0.114,0.939,174.494,0.0,0.0,1.0,0.0
304162,0,0.656,0.508,-12.805,0,0.0372,0.605,0.902,0.0787,0.103,113.002,0.0,0.0,1.0,0.0
192032,0,0.0644,0.305,-17.241,1,0.213,0.00295,0.0,0.419,0.014,77.934,0.0,1.0,0.0,0.0
95480,0,0.528,0.578,-9.162,0,0.447,0.335,0.0,0.307,0.852,154.117,0.0,0.0,1.0,0.0
176666,0,0.469,0.724,-6.294,0,0.123,0.139,0.0017,0.131,0.69,89.973,0.0,0.0,1.0,0.0
64133,0,0.807,0.614,-5.581,1,0.0612,0.5,2.96e-05,0.693,0.814,105.781,0.0,0.0,1.0,0.0
96665,0,0.589,0.625,-7.727,0,0.115,0.491,0.0,0.0864,0.711,103.509,0.0,0.0,1.0,0.0
170672,1,0.743,0.551,-6.146,0,0.0649,0.0686,0.0,0.111,0.566,84.928,0.0,0.0,1.0,0.0
215400,0,0.415,0.781,-6.947,1,0.0357,0.00401,0.0,0.126,0.261,142.966,0.0,0.0,1.0,0.0
185991,0,0.651,0.76,-5.949,1,0.0446,0.0273,0.000538,0.315,0.137,122.969,0.0,0.0,1.0,0.0
364560,0,0.444,0.331,-11.79,1,0.0355,0.69,2.2e-05,0.376,0.484,74.89,0.0,0.0,1.0,0.0
194400,0,0.583,0.304,-9.511,1,0.0522,0.983,0.911,0.0971,0.913,185.963,0.0,0.0,1.0,0.0
235186,0,0.715,0.97,-9.53,0,0.0808,0.0287,0.813,0.105,0.534,62.449,0.0,0.0,1.0,0.0
306231,0,0.803,0.84,-7.715,1,0.0852,0.017,0.0936,0.114,0.943,122.543,0.0,0.0,1.0,0.0
262653,0,0.334,0.268,-14.772,1,0.0321,0.933,0.904,0.0846,0.0523,93.405,0.0,0.0,1.0,0.0
303106,0,0.673,0.738,-9.625,0,0.0495,0.602,0.0124,0.125,0.903,107.431,0.0,0.0,0.0,1.0
219560,0,0.468,0.157,-11.996,1,0.031,0.837,0.0,0.191,0.356,135.415,0.0,0.0,1.0,0.0
234520,0,0.696,0.623,-5.883,0,0.0352,0.649,0.0,0.0916,0.947,132.03,0.0,0.0,1.0,0.0
202106,0,0.5,0.924,-4.984,1,0.238,0.134,0.0,0.936,0.598,136.923,0.0,0.0,1.0,0.0
137999,0,0.683,0.633,-8.266,0,0.499,0.392,0.0,0.141,0.372,75.441,0.0,0.0,1.0,0.0
207034,0,0.446,0.287,-9.367,1,0.0533,0.899,0.0,0.102,0.252,176.829,0.0,1.0,0.0,0.0
287093,0,0.647,0.661,-4.892,1,0.029,0.113,4.76e-06,0.31,0.771,139.862,0.0,0.0,1.0,0.0
228800,0,0.438,0.975,-2.279,1,0.0453,0.00129,3.04e-05,0.304,0.13,149.919,0.0,0.0,1.0,0.0
71563,1,0.62,0.93,-4.267,1,0.0489,0.369,2.71e-05,0.0674,0.657,105.277,0.0,0.0,1.0,0.0
197600,0,0.326,0.789,-5.472,0,0.0982,0.129,0.0,0.116,0.684,202.34,0.0,0.0,1.0,0.0
241885,0,0.731,0.774,-6.592,1,0.0521,0.0372,3.07e-05,0.102,0.641,96.02,0.0,0.0,1.0,0.0
174505,0,0.288,0.0938,-15.741,1,0.0365,0.742,0.0557,0.127,0.119,119.256,0.0,1.0,0.0,0.0
246000,0,0.569,0.258,-8.91,1,0.0313,0.922,6.12e-06,0.138,0.231,116.983,0.0,1.0,0.0,0.0
93203,0,0.785,0.187,-15.433,1,0.0713,0.942,0.948,0.109,0.516,144.292,0.0,0.0,1.0,0.0
208500,0,0.431,0.513,-7.794,0,0.0309,0.244,0.0,0.103,0.1,78.772,0.0,0.0,1.0,0.0
304453,0,0.228,0.779,-6.495,1,0.0651,0.0115,0.0,0.697,0.347,164.027,0.0,0.0,1.0,0.0
474653,0,0.613,0.696,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,0.0,0.0,1.0,0.0
157837,0,0.759,0.711,-5.199,1,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,0.0,0.0,1.0,0.0
292226,0,0.516,0.728,-3.867,1,0.0287,0.388,0.0,0.116,0.57,93.0,0.0,0.0,1.0,0.0
89306,0,0.311,0.981,-5.816,0,0.136,0.00127,0.908,0.365,0.62,121.462,0.0,0.0,1.0,0.0
141176,0,0.807,0.563,-10.965,0,0.34,0.12,5.84e-05,0.0588,0.542,170.061,0.0,0.0,1.0,0.0
241680,0,0.645,0.888,-5.266,1,0.239,0.0503,0.000401,0.0983,0.614,170.1,0.0,0.0,1.0,0.0
566333,0,0.297,0.00409,-31.314,0,0.0426,0.995,0.918,0.0896,0.0449,68.863,0.0,0.0,0.0,1.0
